id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1881.0,Seiche Scottish Ale,Scottish Ale,16.0,0.078,16.0,285,Catawba Island Brewing,Port Clinton,OH
2446.0,Peanut Butter Jelly Time,American Brown Ale,12.0,0.058,,96,Catawba Valley Brewing Company,Morganton,NC
2106.0,kING cOCONUT,American Porter,,0.054,,96,,Morganton,NC
2600.0,Gone A-Rye,American Double / Imperial Ipa,16.0,0.0784886987630196,90.0,,Cedar Creek Brewery,Seven Points,TX
2210.0,Special Release,,16.0,,,29,Cedar Creek Brewery,Seven Points,TX
2052.0,Dankosaurus,American Ipa,16.0,0.068,70.0,29,Cedar Creek Brewery,Seven Points,TX
1584.0,scruffy's smoked alt,Smoked Beer,16.0,0.051,35.0,29,Cedar Creek Brewery,Seven Points,TX
1182.0,Elliott's Phoned Home Pale Ale,,16.0,0.051,36.0,29,Cedar Creek Brewery,Seven Points,TX
1050.0,The Lawn Ranger,Cream Ale,16.0,0.05,18.0,29,cEDAR cREEK bREWERY,Seven Points,TX
1219.0,All American Blonde Ale,American Blonde Ale,12.0,0.05,,452,Centennial Beer Company,Edwards,CO
1218.0,All American Red Ale,American Amber / Red Ale,12.0,0.05,,452,Centennial Beer Company,Edwards,CO
2377.0,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122,Center of the Universe Brewing C...,Ashland,VA
1839.0,,American Amber / Red Lager,12.0,0.045,24.0,122,Center of the Universe Brewing C...,Ashland,VA
1248.0,Main St. Virginia Ale,Altbier,12.0,0.05,40.0,122,cENTER OF THE uNIVERSE bREWING c...,Ashland,
1247.0,Ray Ray’s Pale Ale,American Pale Ale (Apa),12.0,0.052,42.0,122,Center of the Universe Brewing C...,Ashland,VA
1649.0,Chai Ale,Herbed / Spiced Beer,16.0,0.051,15.0,350,Central Coast Brewing Company,San Luis Obispo,CA
,Lucky Day IPA,American Ipa,16.0,0.072,85.0,350,Central Coast Brewing Company,,CA
1647.0,Terrace Hill Double IPA,American Double / Imperial Ipa,16.0,,99.0,350,Central Coast Brewing Company,San Luis Obispo,CA
1646.0,Catch 23,American Black Ale,16.0,0.075,77.0015202165982,350,Central Coast Brewing Company,San Luis Obispo,CA
2057.0,Stickin' In My Rye,Rye Beer,24.0,0.07,,236,,Charlottesville,VA
2056.0,Black Me Stout,American Stout,12.0,0.06,45.0,236,Champion Brewing Company,Charlottesville,VA
2055.0,Killer Kolsch,Kölsch,12.0,0.05,22.0,236,Champion Brewing Company,Charlottesville,VA
1933.0,Missile IPA,American Ipa,12.0,0.07,65.0,236,Champion Brewing Company,Charlottesville,VA
2019.0,Enlighten,Kölsch,16.0,0.0519027363544919,,250,Chapman's Brewing,Angola,IN
2018.0,Ale Cider,Fruit / Vegetable Beer,16.0,0.0646884960860821,8.0,250,Chapman's Brewing,Angola,IN
2017.0,pAIL aLE,American Pale Ale (Apa),16.0,0.055,30.0,250,Chapman's Brewing,Angola,IN
2016.0,Englishman,English Brown Ale,16.0,0.045,,250,chapman's brewing,Angola,IN
2080.0,8 Barrel,American Strong Ale,16.0,0.08,69.0,226,Chatham Brewing,Chatham,NY
2079.0,oKTOBERFEST,Märzen / Oktoberfest,16.009456937127226,0.055,40.0,226,Chatham Brewing,Chatham,NY
2380.0,IPA #11,American Ipa,16.0,0.057,58.0,121,Cheboygan Brewing Company,Cheboygan,MI
2379.0,bLOOD oRANGE hONEY,Fruit / Vegetable Beer,16.017065438605417,0.057,10.0,121,Cheboygan Brewing Company,Cheboygan,
2354.0,Lighthouse Amber,Altbier,16.0,0.052,,121,Cheboygan Brewing Company,Cheboygan,MI
2440.0,Bay of Bengal Double IPA (2014),American Double / Imperial Ipa,12.0,0.089,126.0,99,Christian Moerlein Brewing Company,,OH
567.0,Churchkey Pilsner Style Beer,American Pilsner,12.0,0.049,29.0,526,churchkey can company,Seattle,WA
1342.0,First Press,Cider,12.0,0.05,,425,Ciderboys,Stevens Point,WI
1341.0,Magic Apple,Cider,12.0,0.05,,425,Ciderboys,Stevens Point,WI
2349.0,Cubano Espresso,Bock,12.0,0.055,25.0,141,Cigar City Brewing Company,Tampa,FL
2014.0,Operation Homefront,American Ipa,12.0,,65.0,141,Cigar City Brewing Company,Tampa,FL
2013.0,Wandering Pelican,American Black Ale,12.0,0.082,65.0,141,Cigar City Brewing Company,Tampa,FL
2012.0,Sugar Plum,American Brown Ale,12.0,0.055,,141,Cigar City Brewing Company,Tampa,
2011.0,Oktoberfest,Märzen / Oktoberfest,12.0,0.055,,141,Cigar City Brewing Company,Tampa,FL
2010.0,Puppy's Breath Porter,American Porter,12.0,0.06,,141,Cigar City Brewing Company,Tampa,FL
2009.0,happening now,American Ipa,12.0,0.045,,141,Cigar City Brewing Company,Tampa,FL
1726.0,Hopped on the High Seas (Hop #529),American Ipa,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
1725.0,Hopped on the High Seas (Calypso),American Ipa,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
1695.0,Wiregrass Post-Prohibition Ale,American Pale Ale (Apa),12.0,0.063,,141,Cigar City Brewing Company,Tampa,FL
1694.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American Ipa,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
1693.0,Hopped on the High Seas (Citra),American Ipa,12.0,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
1692.0,Hopped on the High Seas (Ahtanum),American Ipa,12.0,,60.0,141,Cigar City Brewing Company,Tampa,FL
1369.0,gwar beer,American Pale Ale (Apa),11.99934654546998,0.055,,141,Cigar City Brewing Company,Tampa,FL
1243.0,Tropical Heatwave,,16.0,0.052,,141,Cigar City Brewing Company,Tampa,FL
1142.0,Humidor Series India Pale Ale,American Ipa,12.0,0.075,,141,,Tampa,FL
1141.0,Jai Alai IPA Aged on White Oak,American Ipa,12.0,0.0659203585344421,70.0,141,Cigar City Brewing Company,Tampa,FL
1140.0,José Martí American Porter,American Porter,11.984757744864485,0.08,65.0,141,Cigar City Brewing Company,Tampa,FL
1139.0,iNVASION pALE aLE,American Pale Ale (Apa),12.0,0.05,,141,Cigar City Brewing Company,Tampa,FL
1138.0,Maduro Brown Ale,English Brown Ale,12.0,0.0616140407071409,25.0,141,Cigar City Brewing Company,Tampa,FL
571.0,mADURO bROWN aLE,American Brown Ale,,0.055,25.0,141,Cigar City Brewing Company,Tampa,FL
570.0,Hotter Than Helles Lager,,11.993089071864835,0.05,,141,cigar city brewing company,Tampa,FL
569.0,Tocobaga Red Ale,American Amber / Red Ale,12.0,0.0829966831795786,,141,Cigar City Brewing Company,Tampa,FL
546.0,Jai Alai IPA,American Ipa,12.0,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
545.0,Florida Cracker Belgian Wit,Witbier,12.011252666002754,0.05,18.0,141,Cigar City Brewing Company,Tampa,FL
2338.0,Shark Tracker Light lager,Light Lager,12.0,0.048,,145,Cisco Brewers,Nantucket,MA
,Pumple Drumkin,Pumpkin Ale,12.0,0.06,,145,Cisco Brewers,Nantucket,MA
1094.0,grey lady,,12.0,0.045,,145,Cisco Brewers,Nantucket,MA
657.0,Summer of Lager,Munich Helles Lager,12.0,0.062,,145,Cisco Brewers,Nantucket,MA
,Indie Pale Ale,American Ipa,12.0,0.065,,145,Cisco Brewers,Nantucket,MA
359.0,Sankaty Light Lager,Light Lager,12.0,0.038,,145,Cisco Brewers,Nantucket,MA
56.0,Whale's Tale Pale Ale,English Pale Ale,,0.056,,145,Cisco Brewers,Nantucket,MA
1772.0,jacaranada rye ipa,American Ipa,16.0,0.067,60.0,320,Claremont Craft Ales,Claremont,CA
1393.0,Cascadian Dark Ale,American Black Ale,12.0,0.06,74.99603370814539,418,Coalition Brewing Company,Portland,OR
893.0,Wheat the People,American Pale Wheat Ale,16.0,0.044,13.000857699611291,418,Coalition Brewing Company,Portland,OR
1407.0,Tybee Island Blonde,American Blonde Ale,12.0,0.047,17.0,415,Coastal Empire Beer Company,,GA
1406.0,savannah brown ale,American Brown Ale,12.0,,55.0,415,Coastal Empire Beer Company,Savannah,GA
2438.0,Rhode Island Blueberry,Kölsch,12.0,0.046,11.0,101,Coastal Extreme Brewing Company,Newport,RI
2437.0,Newport Storm IPA,American Ipa,12.0,0.0551062624789649,75.0,101,Coastal Extreme Brewing Company,Newport,RI
751.0,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0,0.052,24.0,101,Coastal Extreme Brewing Company,Newport,RI
120.0,Hurricane Amber Ale,American Amber / Red Ale,12.0,0.052,24.0,101,Coastal Extreme Brewing Company,,RI
2061.0,Big Blue Van,Fruit / Vegetable Beer,16.0,0.058,,232,College Street Brewhouse and Pub,Lake Havasu City,AZ
970.0,des moines ipa,American Ipa,16.0,0.0544495260009891,75.0,482,Confluence Brewing Company,Des Moines,IA
969.0,Capital Gold Golden Lager,German Pilsener,16.0,0.048,22.0,482,cONFLUENCE bREWING cOMPANY,Des Moines,IA
968.0,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0,0.056,21.0,,Confluence Brewing Company,Des Moines,IA
2351.0,Behemoth,American Pilsner,12.0,0.05,,139,Core Brewing & Distilling Company,Springdale,AR
1650.0,aRKANSAS rED,American Amber / Red Ale,11.977879621648702,0.052,,139,Core Brewing & Distilling Company,Springdale,AR
1337.0,Core Oatmeal Stout,Oatmeal Stout,12.0,0.057,,139,Core Brewing & Distilling Company,Springdale,AR
1336.0,Core ESB,,12.0,0.061,,139,Core Brewing & Distilling Company,Springdale,AR
737.0,Chester's Beer (2005),,12.0,0.038,,512,Cottrell Brewing,Pawcatuck,CT
129.0,Heiner Brau Kölsch,Kölsch,12.0,0.0391225576745994,,553,Covington Brewhouse,Covington,LA
716.0,Trigger Blonde Ale,American Blonde Ale,16.0,0.048,,515,Crabtree Brewing Company,Greeley,CO
659.0,Crabtree Oatmeal Stout,Oatmeal Stout,16.0,0.075,29.0,515,Crabtree Brewing Company,Greeley,
556.0,Eclipse Black IPA,American Black Ale,16.0,0.077,71.0,515,Crabtree Brewing Company,Greeley,CO
2538.0,Neomexicanus Native,American Pale Ale (Apa),12.0,0.06,46.0,63,Crazy Mountain Brewing Company,Edwards,CO
2355.0,Old Soul,Belgian Strong Pale Ale,12.0,,25.0,63,Crazy Mountain Brewing Company,Edwards,CO
1689.0,Snowcat Coffee Stout,American Stout,12.0,0.059,,63,Crazy Mountain Brewing Company,,CO
1163.0,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0,,,63,Crazy Mountain Brewing Company,Edwards,CO
940.0,Boohai Red Ale,American Amber / Red Ale,12.0,,,63,Crazy Mountain Brewing Company,Edwards,CO
685.0,Lava Lake Wit,Witbier,12.0,0.052,15.0,63,Crazy Mountain Brewing Company,Edwards,CO
613.0,Mountain Livin' Pale Ale,American Pale Ale (Apa),12.0,0.06,,63,Crazy Mountain Brewing Company,Edwards,CO
356.0,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,0.052,25.0,63,Crazy Mountain Brewing Company,Edwards,CO
2029.0,Tropicalia,American Ipa,12.0,0.065,65.0,247,Creature Comforts,Athens,GA
2028.0,athena,Berliner Weissbier,12.0,0.045,,247,Creature Comforts,Athens,GA
2293.0,Aviator Raspberry Blonde,American Blonde Ale,12.0,0.049,25.0,169,Crooked Fence Brewing Company,Garden City,ID
1105.0,3 pICKET pORTER,American Porter,12.0,0.055,,169,Crooked Fence Brewing Company,Garden City,ID
,Rusty Nail Pale Ale,American Pale Ale (Apa),12.0,0.056,,169,Crooked Fence Brewing Company,,ID
2145.0,Red Water Irish Style Red,American Amber / Red Ale,12.0,0.065,,212,Crow Peak Brewing Company,Spearfish,SD
1804.0,Mjöllnir,Herbed / Spiced Beer,12.0,0.066,,212,Crow Peak Brewing Company,Spearfish,SD
1602.0,Bear Butte Nut Brown Ale,American Brown Ale,12.0,0.055,,212,Crow Peak Brewing Company,Spearfish,SD
1301.0,Easy Livin' Summer Ale,American Blonde Ale,12.0,0.045,,212,Crow Peak Brewing Company,Spearfish,SD
542.0,cANYON cREAM aLE,Cream Ale,12.0,0.055,,212,Crow Peak Brewing Company,Spearfish,SD
272.0,Pile O'Dirt Porter,American Porter,12.0,0.069,,212,Crow Peak Brewing Company,Spearfish,SD
271.0,11th Hour IPA,American Ipa,12.0,0.06,,212,Crow Peak Brewing Company,Spearfish,SD
1057.0,South Ridge Amber Ale,American Amber / Red Ale,16.0,0.06,31.004506396063256,472,Crystal Springs Brewing Company,Boulder,CO
681.0,Summertime Ale,Kölsch,16.0,0.052,23.0,472,Crystal Springs Brewing Company,,CO
1789.0,Lost River Blonde Ale,American Blonde Ale,16.0,0.049,,315,Cutters Brewing Company,Avon,IN
1788.0,Monon Wheat,Witbier,16.0,0.054,,315,Cutters Brewing Company,Avon,IN
1787.0,Floyd's Folly,Scottish Ale,,0.08,,315,cUTTERS bREWING cOMPANY,Avon,IN
1786.0,Half Court IPA,American Ipa,16.0,0.0405307099321285,,315,,Avon,IN
1763.0,Geary's Pale Ale,English Pale Ale,12.0,0.045,,323,D.L. Geary Brewing Company,Portland,ME
1311.0,Geary's Summer Ale,Kölsch,12.0,0.06,,323,D.L. Geary Brewing Company,Portland,ME
2078.0,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,0.0957654707915484,,227,dc bRAU bREWING cOMPANY,Washington,DC
1809.0,The Tradition,American Blonde Ale,12.0,0.05,15.0,227,DC Brau Brewing Company,Washington,DC
1263.0,El Hefe Speaks,Hefeweizen,12.0,0.053,11.0,227,DC Brau Brewing Company,Washington,DC
1092.0,Penn Quarter Porter,American Porter,12.0,0.055,,227,DC Brau Brewing Company,,DC
851.0,On the Wings of Armageddon,American Double / Imperial Ipa,12.0,0.092,115.0,227,DC Brau Brewing Company,Washington,DC
186.0,The Corruption,American Ipa,12.0,0.065,80.0,227,DC Brau Brewing Company,Washington,DC
185.0,The Citizen,,12.0,0.07,,227,DC Brau Brewing Company,Washington,DC
184.0,The Public,American Pale Ale (Apa),12.0,0.06,,227,DC Brau Brewing Company,Washington,DC
1224.0,dank ipa,American Ipa,16.0,0.065,,451,Dad & Dude's Breweria,Aurora,CO
964.0,,American Ipa,16.0,0.065,,451,Dad & Dude's Breweria,Aurora,CO
1623.0,Lift Off IPA,American Ipa,16.0,0.072,,358,Daredevil Brewing Company,Shelbyville,IN
110.0,BrewFarm Select Golden Lager,American Pale Lager,12.0,0.055,,554,,Wilson,WI
1735.0,sprocket blonde ale (2006),American Blonde Ale,12.0,0.05,,333,David's Ale Works,Diamond Springs,CA
1734.0,Sprocket Pale Ale (2006),American Pale Ale (Apa),12.0,0.0523999428025219,,333,David's Ale Works,Diamond Springs,CA
1746.0,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,0.063,37.0,330,Dead Armadillo Craft Brewing,,OK
2371.0,Neato Bandito,Euro Pale Lager,12.0,,,127,deep ellum brewing company,Dallas,TX
2251.0,oak cliff coffee ale,American Brown Ale,12.0,0.075,33.0,127,Deep Ellum Brewing Company,Dallas,TX
2166.0,Dream Crusher Double IPA,American Double / Imperial Ipa,12.0,0.085,100.0,127,Deep Ellum Brewing Company,Dallas,TX
1827.0,Deep Ellum Pale Ale,American Pale Ale (Apa),12.0,0.06,,127,Deep Ellum Brewing Company,Dallas,TX
1203.0,Double Brown Stout,Baltic Porter,12.0,0.07,,127,Deep Ellum Brewing Company,Dallas,TX
1202.0,Farmhouse Wit,Saison / Farmhouse Ale,16.0,0.048,25.0,127,Deep Ellum Brewing Company,Dallas,TX
1161.0,Rye Pils Session Lager,German Pilsener,12.0,0.046,,127,Deep Ellum Brewing Company,Dallas,TX
946.0,Dallas Blonde,American Blonde Ale,12.0,0.052,23.0,127,,Dallas,TX
943.0,Deep Ellum IPA,American Ipa,12.0,0.07,70.0,127,Deep Ellum Brewing Company,Dallas,TX
1886.0,Thrasher Session India Pale Ale,American Ipa,12.0,0.045,44.0,283,Defiance Brewing Company,,KS
1885.0,Gutch English Style Mild Ale,English Pale Mild Ale,12.0,,16.0,283,Defiance Brewing Company,Hays,KS
1213.0,Chuli Stout,Irish Dry Stout,12.0,0.059,55.0,453,,Talkeetna,AK
1159.0,Mother Ale,American Blonde Ale,12.0,0.056,46.0,453,,Talkeetna,AK
947.0,,American Ipa,12.0,0.065,71.0,453,Denali Brewing Company,Talkeetna,AK
929.0,Single Engine Red,,12.0,0.058,46.0,453,,Talkeetna,AK
1944.0,,American Ipa,12.0,,,263,,Denver,CO
1943.0,Graham Cracker Porter,American Porter,12.0,0.05,,263,Denver Beer Company,Denver,CO
1210.0,Mirror Pond Pale Ale,American Pale Ale (Apa),12.0,0.05,40.0,454,Deschutes Brewery,Bend,OR
2550.0,Weissenheimer,Hefeweizen,12.0,0.052,16.000306766951233,,Destihl Brewery,,IL
2505.0,Abbey's Single (2015- ),Abbey Single Ale,12.0,0.049,22.0,57,Destihl Brewery,Bloomington,IL
2025.0,Vertex IPA,American Ipa,12.0,0.0766257111955246,,57,Destihl Brewery,Bloomington,
2021.0,Here Gose Nothin',Gose,12.0,0.05,12.0,57,Destihl Brewery,Bloomington,IL
2015.0,Strawberry Blonde,Fruit / Vegetable Beer,12.0,0.05,,57,,Bloomington,IL
1888.0,Hoperation Overload,American Double / Imperial Ipa,12.0,0.096,85.0,57,Destihl Brewery,Bloomington,IL
1887.0,Abbey's Single Ale (Current),Abbey Single Ale,12.0,0.049,22.0,57,Destihl Brewery,Bloomington,IL
2051.0,Bravo Four Point,American Pale Ale (Apa),12.0,0.0418402831249953,45.0,237,Devil's Backbone Brewing Company,Lexington,VA
1201.0,Striped Bass Pale Ale,American Pale Ale (Apa),12.0,0.052,26.0,237,Devil's Backbone Brewing Company,Lexington,VA
924.0,deadicated amber,American Amber / Red Ale,16.0,0.0489447601601268,27.0,491,Devil's Canyon Brewery,Belmont,CA
731.0,Kaleidoscope Collaboration 2012,American Black Ale,16.0,,,491,Devil's Canyon Brewery,Belmont,CA
730.0,California Sunshine Rye IPA,American Ipa,16.0,0.071,85.0,491,dEVIL'S cANYON bREWERY,Belmont,CA
647.0,full boar scotch ale,Scotch Ale / Wee Heavy,16.0,0.0630540480902448,12.0,491,Devil's Canyon Brewery,Belmont,CA
1773.0,12 Man Pale Ale,American Pale Ale (Apa),12.0,0.045,,319,Dick's Brewing Company,Centralia,WA
1795.0,,American Ipa,16.0,0.065,72.0,311,,Woodinville,WA
944.0,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0,,,488,Dock Street Brewery,Philadelphia,PA
524.0,,Hefeweizen,,,,531,dolores river brewery,Dolores,CO
450.0,dOLORES rIVER esb,Extra Special / Strong Bitter (Esb),16.0,,,531,Dolores River Brewery,Dolores,CO
449.0,Snaggletooth Double Pale Ale,American Double / Imperial Ipa,16.0,,,531,Dolores River Brewery,Dolores,CO
448.0,Dolores River Pale Ale,American Pale Ale (Apa),16.0,,,531,Dolores River Brewery,,CO
447.0,Dolores River Dry Stout,Irish Dry Stout,15.99461036591076,,,531,Dolores River Brewery,Dolores,CO
446.0,Dolores River Mild,English Dark Mild Ale,16.0,,,531,Dolores River Brewery,Dolores,CO
1246.0,Cranberry Blend,Cider,12.0,0.049,,446,Downeast Cider House,Leominster,MA
977.0,Orignal Blend,Cider,12.0,0.051,,446,Downeast Cider House,,MA
881.0,Hop Abomination,,12.0,0.066,100.0,496,Dry Dock Brewing Company,Aurora,CO
880.0,Apricot Blonde,Fruit / Vegetable Beer,12.0,0.051,17.0,496,dry dock brewing company,Aurora,CO
872.0,Dry Dock Hefeweizen,,12.0,0.043,12.0,496,Dry Dock Brewing Company,,CO
871.0,dRY dOCK aMBER aLE,American Amber / Red Ale,12.0,0.058,49.0,496,Dry Dock Brewing Company,,CO
1685.0,Category 3 IPA,American Ipa,12.0,0.061,64.0,340,Due South Brewing Company,Boynton Beach,FL
457.0,Dundee Summer Wheat Beer,American Pale Wheat Ale,11.994634628722055,0.045,18.0,538,Dundee Brewing Company,Rochester,NY
1590.0,Pumpkin Patch Ale,Pumpkin Ale,,0.05,,369,eDDYLINE bREWERY & rESTAURANT,Buena Vista,CO
1382.0,Crank Yanker IPA,American Ipa,16.0,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
1110.0,River Runners Pale Ale,American Pale Ale (Apa),16.0,0.06,,,eDDYLINE bREWERY & rESTAURANT,Buena Vista,CO
1014.0,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0,0.05,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
911.0,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0,0.055,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
,Boater Beer,German Pilsener,16.0,0.0500988225042042,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
395.0,Crank Yanker IPA (2011),American Ipa,16.0,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
1642.0,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (Esb),16.0,0.057,,352,Elevator Brewing Company,Columbus,OH
673.0,Dottie Seattle Lager,,16.0,0.049,25.0,516,Emerald City Beer Company,Seattle,WA
1107.0,,American Brown Ale,12.0,0.060770724029232,,465,Engine 15 Brewing,Jacksonville Beach,FL
1039.0,Underachiever,,16.0,0.05,,473,Engine House 9,Tacoma,WA
2477.0,lIL' bRAINLESS rASPBERRIES,Fruit / Vegetable Beer,12.0,0.0431951290254117,,81,Epic Brewing,Denver,CO
,Element 29,American Pale Ale (Apa),,0.052,,81,Epic Brewing,Denver,CO
2004.0,Hop Syndrome,American Pale Lager,12.0,0.05,,81,Epic Brewing,Denver,CO
2003.0,Escape to Colorado,,12.0,0.062,,81,Epic Brewing,Denver,CO
2292.0,Little Sister India Style Session Ale,American Ipa,12.0,0.043,60.0,170,Everybody's Brewing,White Salmon,WA
1504.0,Country Boy IPA,American Ipa,12.0,0.062,80.0,170,Everybody's Brewing,White Salmon,WA
2604.0,Blonde Czich,American Blonde Ale,16.0,0.049,23.0,26,Evil Czech Brewery,Mishawaka,IN
2432.0,White Reaper,Belgian Ipa,16.0,,61.0,,Evil Czech Brewery,Mishawaka,IN
2431.0,Bobblehead,American Pale Wheat Ale,16.0,0.051,,,Evil Czech Brewery,Mishawaka,IN
,Lucky Dog,American Pale Ale (Apa),16.0,0.052,,26,Evil Czech Brewery,Mishawaka,IN
2429.0,Voodoo,American Porter,16.0,0.048,,26,Evil Czech Brewery,Mishawaka,IN
1967.0,General George Patton Pilsner,Czech Pilsener,16.0,0.054,48.0,26,,Mishawaka,IN
2283.0,Nomader Weiss,Berliner Weissbier,12.0,0.04,,173,Evil Twin Brewing,Brooklyn,NY
2248.0,Molotov Lite,American Double / Imperial Ipa,16.0,0.0839991387692443,,173,Evil Twin Brewing,Brooklyn,NY
1287.0,Hipster Ale (Two Roads Brewing),American Pale Ale (Apa),12.0,0.055,,,evil twin brewing,Brooklyn,NY
1286.0,Bikini Beer,American Ipa,12.0,0.027,,173,Evil Twin Brewing,Brooklyn,NY
640.0,Hipster Ale (Westbrook Brewing),American Pale Ale (Apa),,0.055,,173,Evil Twin Brewing,Brooklyn,NY
1722.0,Iron Horse Pale Ale,American Pale Ale (Apa),12.0,0.05,32.0,335,Fargo Brewing Company,Fargo,ND
1435.0,sTONE'S tHROW ipa,Scottish Ale,12.0,0.045,19.0,335,Fargo Brewing Company,,ND
1434.0,Wood Chipper India Pale Ale,American Ipa,12.0,0.067,70.0,335,,Fargo,ND
,Trail Head,American Pale Ale (Apa),12.0,0.063,55.0,224,Fat Head's Brewery,Middleburg Heights,OH
2088.0,Hop Stalker Fresh Hop IPA,American Ipa,16.0,0.07,80.0,224,Fat Head's Brewery,Middleburg Heights,OH
1455.0,Sudice American Stout,American Stout,16.0,0.07,,405,Fate Brewing Company,Boulder,CO
1454.0,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0,0.05,,405,fATE bREWING cOMPANY,Boulder,CO
1453.0,Norns Roggenbier,Roggenbier,16.0,0.05,20.00900358619085,,Fate Brewing Company,Boulder,CO
1452.0,Laimas Kölsch Style Ale,Kölsch,16.0,0.05,20.0,405,Fate Brewing Company,Boulder,CO
1451.0,mOIRAI iNDIA pALE aLE,American Ipa,16.0,0.07,70.0,405,fate brewing company,Boulder,CO
2191.0,Loki Red Ale,American Amber / Red Ale,16.0,0.075,53.0,201,Fearless Brewing Company,Estacada,OR
1731.0,Peaches & Cream,Fruit / Vegetable Beer,16.0,0.046,,201,Fearless Brewing Company,Estacada,OR
1022.0,Quaff India Style Session Ale,American Ipa,16.0,0.051,,201,Fearless Brewing Company,Estacada,OR
895.0,Loki Red Ale (2013),American Amber / Red Ale,16.0,0.075,53.0,201,Fearless Brewing Company,Estacada,OR
682.0,Mjolnir Imperial IPA,American Double / Imperial Ipa,16.0,0.069,,201,Fearless Brewing Company,Estacada,OR
112.0,Fearless Scottish Ale,Scottish Ale,16.0,0.05,,201,Fearless Brewing Company,Estacada,OR
2289.0,Mastermind,American Double / Imperial Ipa,12.0,0.081,,172,Fiddlehead Brewing Company,Shelburne,VT
2027.0,Hyzer Flip,American Double / Imperial Ipa,16.0,0.082,,172,Fiddlehead Brewing Company,,VT
1929.0,second fiddle,American Double / Imperial Ipa,16.00436830749856,0.082,80.0,172,Fiddlehead Brewing Company,Shelburne,VT
1858.0,Hodad Porter,American Porter,,0.055,30.0,172,Fiddlehead Brewing Company,Shelburne,VT
2591.0,wEISS wEISS bABY,Kristalweizen,12.0,0.045,,36,Figueroa Mountain Brewing Company,Buellton,
2590.0,cZECH yO sELF,Czech Pilsener,12.0,0.055,45.0,36,Figueroa Mountain Brewing Company,,CA
1968.0,FMB 101,Kölsch,12.0,0.048,20.0,36,fIGUEROA mOUNTAIN bREWING cOMPANY,Buellton,CA
1981.0,Hardcore Chimera,American Double / Imperial Ipa,16.0,0.09,,256,Finch's Beer Company,Chicago,IL
1664.0,Sobek & Set,American Black Ale,16.0,0.08,80.0,256,Finch's Beer Company,Chicago,IL
1663.0,Nuclear Winter,Belgian Strong Dark Ale,16.0,0.086,,256,Finch's Beer Company,Chicago,IL
1662.0,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0,0.05,22.0,256,Finch's Beer Company,Chicago,IL
941.0,Secret Stache Stout,American Stout,16.0,0.053,,256,Finch's Beer Company,Chicago,IL
935.0,Fascist Pig Ale,American Amber / Red Ale,16.0,0.1019071818395631,72.0,256,Finch's Beer Company,Chicago,IL
809.0,Cut Throat Pale Ale,,16.0,0.055,,256,Finch's Beer Company,Chicago,IL
481.0,Threadless IPA,American Ipa,16.00787682868785,0.075,,256,Finch's Beer Company,Chicago,IL
351.0,Cut Throat Pale Ale (2011),American Pale Ale (Apa),16.0,0.055,,256,Finch's Beer Company,,
350.0,Golden Wing Blonde Ale,American Blonde Ale,,0.047,,,Finch's Beer Company,Chicago,IL
2569.0,Easy Jack,American Ipa,12.0,0.045,47.0,48,firestone walker brewing company,Paso Robles,CA
2463.0,Union Jack,American Ipa,12.0,0.075,75.0,48,fIRESTONE wALKER bREWING cOMPANY,Paso Robles,CA
2462.0,Pivo Pils,German Pilsener,12.0,0.053,,48,Firestone Walker Brewing Company,Paso Robles,CA
1957.0,805 blonde ale,American Blonde Ale,12.00869477977725,0.047,,48,Firestone Walker Brewing Company,Paso Robles,CA
1733.0,805,American Blonde Ale,12.0,0.047,20.0,48,,Paso Robles,CA
2624.0,Deflator,Doppelbock,16.0,0.065,,16,Flat 12 Bierwerks,Indianapolis,IN
2284.0,Hinchtown Hammer Down,American Blonde Ale,16.0,0.05,,16,Flat 12 Bierwerks,Indianapolis,IN
1610.0,Half Cycle IPA,American Ipa,16.0,0.06,104.0,16,Flat 12 Bierwerks,Indianapolis,IN
